sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call
VBS19411-5563STDY7800496,WA-0477,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19412-5563STDY7800497,WA-0478,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19413-5563STDY7800498,WA-0479,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19414-5563STDY7800499,WA-0480,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19415-5563STDY7800500,WA-0481,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19417-5563STDY7800502,WA-0483,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19418-5563STDY7800503,WA-0484,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19419-5563STDY7800504,WA-0485,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19420-5563STDY7800505,WA-0486,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19421-5563STDY7800506,WA-0487,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19422-5563STDY7800507,WA-0488,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19423-5563STDY7800508,WA-0489,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19426-5563STDY7800511,WA-0492,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19432-5563STDY7800517,WA-0498,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19437-5563STDY7800524,WA-0503,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19440-5563STDY7800527,WA-0506,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19441-5563STDY7800528,WA-0507,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19444-5563STDY7800531,WA-0510,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19449-5563STDY7800536,WA-0515,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19450-5563STDY7800537,WA-0516,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19451-5563STDY7800538,WA-0517,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19452-5563STDY7800539,WA-0518,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19453-5563STDY7800540,WA-0519,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19455-5563STDY7800542,WA-0521,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19457-5563STDY7800544,WA-0523,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19458-5563STDY7800545,WA-0524,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19459-5563STDY7800546,WA-0525,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19460-5563STDY7800547,WA-0526,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19462-5563STDY7800549,WA-0528,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19463-5563STDY7800550,WA-0529,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19464-5563STDY7800551,WA-0530,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19465-5563STDY7800552,WA-0531,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19466-5563STDY7800553,WA-0532,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19467-5563STDY7800554,WA-0533,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19468-5563STDY7800555,WA-0534,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19471-5563STDY7800558,WA-0537,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19474-5563STDY7800561,WA-0540,Alexander Egyir-Yawson,Ghana,Madina,2017,11,5.683,-0.166,F
VBS19484-5563STDY7800571,WA-0550,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19497-5563STDY7800583,WA-0563,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19506-5563STDY7800589,WA-0572,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19507-5563STDY7800590,WA-0573,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19509-5563STDY7800591,WA-0575,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19510-5563STDY7800592,WA-0576,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19512-5563STDY7800593,WA-0578,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19513-5563STDY7800594,WA-0579,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19514-5563STDY7800595,WA-0580,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19515-5563STDY7800596,WA-0581,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19517-5563STDY7800598,WA-0583,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19519-5563STDY7800600,WA-0585,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19520-5563STDY7800601,WA-0586,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19521-5563STDY7800602,WA-0587,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19523-5563STDY7800603,WA-0589,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19526-5563STDY7800604,WA-0592,Alexander Egyir-Yawson,Ghana,Madina,2017,12,5.683,-0.166,F
VBS19527-5563STDY7800605,WA-0593,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19528-5563STDY7800606,WA-0594,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19530-5563STDY7800608,WA-0596,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19531-5563STDY7800609,WA-0597,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19532-5563STDY7800610,WA-0598,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19533-5563STDY7800611,WA-0599,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19534-5563STDY7800612,WA-0600,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19535-5563STDY7800613,WA-0601,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19536-5563STDY7800616,WA-0602,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19538-5563STDY7800618,WA-0604,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19539-5563STDY7800619,WA-0605,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19540-5563STDY7800620,WA-0606,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19541-5563STDY7800621,WA-0607,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19542-5563STDY7800622,WA-0608,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19543-5563STDY7800623,WA-0609,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19544-5563STDY7800624,WA-0610,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19545-5563STDY7800625,WA-0611,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19546-5563STDY7800626,WA-0612,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19547-5563STDY7800627,WA-0613,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19548-5563STDY7800628,WA-0614,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19549-5563STDY7800629,WA-0615,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19550-5563STDY7800630,WA-0616,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19551-5563STDY7800631,WA-0617,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19552-5563STDY7800632,WA-0618,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19553-5563STDY7800633,WA-0619,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19554-5563STDY7800634,WA-0620,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19555-5563STDY7800635,WA-0621,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19556-5563STDY7800636,WA-0622,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19557-5563STDY7800637,WA-0623,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19558-5563STDY7800638,WA-0624,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19560-5563STDY7800639,WA-0626,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19561-5563STDY7800640,WA-0627,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19563-5563STDY7800641,WA-0629,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19564-5563STDY7800642,WA-0630,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19565-5563STDY7800643,WA-0631,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19566-5563STDY7800644,WA-0632,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19567-5563STDY7800645,WA-0633,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19569-5563STDY7800646,WA-0635,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19570-5563STDY7800647,WA-0636,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19571-5563STDY7800648,WA-0637,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19572-5563STDY7800649,WA-0638,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19573-5563STDY7800650,WA-0639,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19575-5563STDY7800652,WA-0641,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19576-5563STDY7800653,WA-0642,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19577-5563STDY7800654,WA-0643,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19578-5563STDY7800655,WA-0644,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19579-5563STDY7800656,WA-0645,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19580-5563STDY7800657,WA-0646,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19581-5563STDY7800658,WA-0647,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19582-5563STDY7800659,WA-0648,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19583-5563STDY7800660,WA-0649,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19584-5563STDY7800661,WA-0650,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19585-5563STDY7800662,WA-0651,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19587-5563STDY7800663,WA-0653,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19588-5563STDY7800664,WA-0654,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19589-5563STDY7800665,WA-0655,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19590-5563STDY7800666,WA-0656,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19591-5563STDY7800667,WA-0657,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19592-5563STDY7800668,WA-0658,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19594-5563STDY7800670,WA-0660,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19596-5563STDY7800672,WA-0662,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19597-5563STDY7800673,WA-0663,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19599-5563STDY7800675,WA-0665,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19600-5563STDY7800676,WA-0666,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19601-5563STDY7800677,WA-0667,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19603-5563STDY7800679,WA-0669,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19604-5563STDY7800680,WA-0670,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19605-5563STDY7800681,WA-0671,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19608-5563STDY7800684,WA-0674,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19609-5563STDY7800685,WA-0675,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19610-5563STDY7800686,WA-0676,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19611-5563STDY7800687,WA-0677,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19612-5563STDY7800688,WA-0678,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19613-5563STDY7800689,WA-0679,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19614-5563STDY7800690,WA-0680,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19615-5563STDY7800691,WA-0681,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19616-5563STDY7800692,WA-0682,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19617-5563STDY7800693,WA-0683,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19618-5563STDY7800694,WA-0684,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19619-5563STDY7800695,WA-0685,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19620-5563STDY7800696,WA-0686,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19621-5563STDY7800697,WA-0687,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19622-5563STDY7800698,WA-0688,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19623-5563STDY7800699,WA-0689,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19624-5563STDY7800700,WA-0690,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19625-5563STDY7800701,WA-0691,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19626-5563STDY7800702,WA-0692,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19627-5563STDY7800703,WA-0693,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19628-5563STDY7800704,WA-0694,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19629-5563STDY7800705,WA-0695,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19632-5563STDY7800708,WA-0698,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19633-5563STDY7800709,WA-0699,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19634-5563STDY7800712,WA-0700,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19635-5563STDY7800713,WA-0701,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19636-5563STDY7800714,WA-0702,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19637-5563STDY7800715,WA-0703,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19638-5563STDY7800716,WA-0704,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19639-5563STDY7800717,WA-0705,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19640-5563STDY7800718,WA-0706,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19641-5563STDY7800719,WA-0707,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19642-5563STDY7800720,WA-0708,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19643-5563STDY7800721,WA-0709,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19644-5563STDY7800722,WA-0710,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19645-5563STDY7800723,WA-0711,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19646-5563STDY7800724,WA-0712,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19647-5563STDY7800725,WA-0713,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19648-5563STDY7800726,WA-0714,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19649-5563STDY7800727,WA-0715,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19650-5563STDY7800728,WA-0716,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19651-5563STDY7800729,WA-0717,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19652-5563STDY7800730,WA-0718,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19653-5563STDY7800731,WA-0719,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19654-5563STDY7800732,WA-0720,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19655-5563STDY7800733,WA-0721,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19656-5563STDY7800734,WA-0722,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19657-5563STDY7800735,WA-0723,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19658-5563STDY7800736,WA-0724,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19659-5563STDY7800737,WA-0725,Alexander Egyir-Yawson,Ghana,Obuasi,2017,9,6.200,-1.683,F
VBS19660-5563STDY7800738,WA-0878,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19661-5563STDY7800739,WA-0879,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19662-5563STDY7800740,WA-0880,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19663-5563STDY7800741,WA-0881,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19664-5563STDY7800742,WA-0882,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19665-5563STDY7800743,WA-0883,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19666-5563STDY7800744,WA-0884,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19667-5563STDY7800745,WA-0885,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19668-5563STDY7800746,WA-0886,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19669-5563STDY7800747,WA-0887,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19671-5563STDY7800749,WA-0889,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19672-5563STDY7800750,WA-0890,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19673-5563STDY7800751,WA-0891,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19674-5563STDY7800752,WA-0892,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19675-5563STDY7800753,WA-0893,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19676-5563STDY7800754,WA-0894,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19677-5563STDY7800755,WA-0895,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19678-5563STDY7800756,WA-0896,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19679-5563STDY7800757,WA-0897,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19680-5563STDY7800758,WA-0898,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19681-5563STDY7800759,WA-0899,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19682-5563STDY7800760,WA-0900,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19683-5563STDY7800761,WA-0901,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19684-5563STDY7800762,WA-0902,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19685-5563STDY7800763,WA-0903,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19686-5563STDY7800764,WA-0904,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19687-5563STDY7800765,WA-0905,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19688-5563STDY7800766,WA-0906,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19689-5563STDY7800767,WA-0907,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19690-5563STDY7800768,WA-0908,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19691-5563STDY7800769,WA-0909,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19692-5563STDY7800770,WA-0910,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19693-5563STDY7800771,WA-0911,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19694-5563STDY7800772,WA-0912,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19695-5563STDY7800773,WA-0913,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19696-5563STDY7800774,WA-0914,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19697-5563STDY7800775,WA-0915,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19698-5563STDY7800776,WA-0916,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19699-5563STDY7800777,WA-0917,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19700-5563STDY7800778,WA-0918,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19701-5563STDY7800779,WA-0919,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19702-5563STDY7800780,WA-0920,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19703-5563STDY7800781,WA-0921,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19704-5563STDY7800782,WA-0922,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19705-5563STDY7800783,WA-0923,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19706-5563STDY7800784,WA-0924,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19707-5563STDY7800785,WA-0925,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19708-5563STDY7800786,WA-0926,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19709-5563STDY7800787,WA-0927,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19710-5563STDY7800788,WA-0928,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19711-5563STDY7800789,WA-0929,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19712-5563STDY7800790,WA-0930,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19713-5563STDY7800791,WA-0931,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19714-5563STDY7800792,WA-0932,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
