sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	sample.accession	run.accession
WA-0251	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041522	ERR3282792,ERR3282828,ERR3282864
WA-0252	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041523	ERR3311806,ERR3311842,ERR3311878
WA-0253	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041524	ERR3290352,ERR3290388,ERR3290424
WA-0255	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead	21	FALSE	ERS3041526	ERR3282822,ERR3282858,ERR3282894
WA-0256	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041527	ERR3289879,ERR3289915,ERR3289951
WA-0257	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041528	ERR3289782,ERR3289818,ERR3289854
WA-0258	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead	22	FALSE	ERS3041529	ERR3290270,ERR3290306,ERR3311457
WA-0259	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041530	ERR3290286,ERR3290322,ERR3311473
WA-0260	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041531	ERR3282693,ERR3282729,ERR3282765
WA-0261	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041532	ERR3270197,ERR3270233,ERR3270269
WA-0262	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3041533	ERR3282591,ERR3282627,ERR3282663
WA-0266	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive	20	TRUE	ERS3041537	ERR3311501,ERR3311537,ERR3311573
WA-0269	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041540	ERR3282318,ERR3282354,ERR3282390
WA-0270	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041541	ERR3289774,ERR3289810,ERR3289846
WA-0274	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041544	ERR3290212,ERR3290248,ERR3311435
WA-0282	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041552	ERR3282195,ERR3282231,ERR3282267
WA-0283	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive	23	TRUE	ERS3041553	ERR3282574,ERR3282610,ERR3282646
WA-0287	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041556	ERR3311819,ERR3311855,ERR3311891
WA-0288	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041557	ERR3290455,ERR3290491,ERR3331476
WA-0289	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041558	ERR3289886,ERR3289922,ERR3289958
WA-0290	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041559	ERR3311841,ERR3311877,ERR3311913
WA-0291	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041560	ERR3289869,ERR3289905,ERR3289941
WA-0292	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041561	ERR3289766,ERR3289802,ERR3289838
WA-0294	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041563	ERR3269989,ERR3270025,ERR3270061
WA-0295	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041564	ERR3282577,ERR3282613,ERR3282649
WA-0296	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041565	ERR3311733,ERR3311769,ERR3311805
WA-0297	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041566	ERR3331714,ERR3331738,ERR3331762
WA-0298	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041567	ERR3289898,ERR3289934,ERR3289970
WA-0299	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041568	ERR3311821,ERR3311857,ERR3311893
WA-0306	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041574	ERR3289985,ERR3290021,ERR3290057
WA-0309	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041577	ERR3289884,ERR3289920,ERR3289956
WA-0310	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive	23	FALSE	ERS3041578	ERR3289769,ERR3289805,ERR3289841
WA-0313	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041581	ERR3282814,ERR3282850,ERR3282886
WA-0314	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041582	ERR3282801,ERR3282837,ERR3282873
WA-0317	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041585	ERR3290356,ERR3290392,ERR3290428
WA-0318	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041586	ERR3282575,ERR3282611,ERR3282647
WA-0319	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041587	ERR3290109,ERR3290145,ERR3290181
WA-0320	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041588	ERR3290365,ERR3290401,ERR3290437
WA-0321	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041589	ERR3290215,ERR3290251,ERR3311438
WA-0322	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	Delta	5	60	alive		FALSE	ERS3041590	ERR3290292,ERR3290328,ERR3311479
WA-0325	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040753	ERR3345253,ERR3345314,ERR3345375
WA-0326	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040754	ERR3345131,ERR3345164,ERR3345197
WA-0327	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	40	TRUE	ERS3040755	ERR3337111,ERR3345083,ERR3345116
WA-0328	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040756	ERR3312285,ERR3312318,ERR3312351
WA-0329	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	41	TRUE	ERS3040757	ERR3345267,ERR3345328,ERR3345389
WA-0330	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	42	TRUE	ERS3040758	ERR3345232,ERR3345293,ERR3345354
WA-0331	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040759	ERR3345243,ERR3345304,ERR3345365
WA-0332	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040760	ERR3345217,ERR3345278,ERR3345339
WA-0333	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	43	TRUE	ERS3040761	ERR3345261,ERR3345322,ERR3345383
WA-0334	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040762	ERR3312307,ERR3312340,ERR3312373
WA-0335	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	44	FALSE	ERS3040763	ERR3312258,ERR3331409,ERR3331685
WA-0336	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040764	ERR3312274,ERR3331425,ERR3331701
WA-0337	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040765	ERR3345257,ERR3345318,ERR3345379
WA-0338	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	45	TRUE	ERS3040766	ERR3345231,ERR3345292,ERR3345353
WA-0339	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	45	TRUE	ERS3040767	ERR3345252,ERR3345313,ERR3345374
WA-0340	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040768	ERR3345277,ERR3345338,ERR3345399
WA-0341	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040769	ERR3345223,ERR3345284,ERR3345345
WA-0342	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040770	ERR3312295,ERR3312328,ERR3312361
WA-0343	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040771	ERR3337106,ERR3345078,ERR3345111
WA-0344	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	46	FALSE	ERS3040772	ERR3312287,ERR3312320,ERR3312353
WA-0345	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040773	ERR3345141,ERR3345174,ERR3345207
WA-0346	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040774	ERR3345251,ERR3345312,ERR3345373
WA-0347	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	47	FALSE	ERS3040775	ERR3312289,ERR3312322,ERR3312355
WA-0348	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	48	TRUE	ERS3040776	ERR3312292,ERR3312325,ERR3312358
WA-0349	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040777	ERR3337110,ERR3345082,ERR3345115
WA-0350	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040778	ERR3345123,ERR3345156,ERR3345189
WA-0351	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040779	ERR3345269,ERR3345330,ERR3345391
WA-0352	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040780	ERR3345137,ERR3345170,ERR3345203
WA-0353	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	48	FALSE	ERS3040781	ERR3337092,ERR3345064,ERR3345097
WA-0354	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040782	ERR3337093,ERR3345065,ERR3345098
WA-0355	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040783	ERR3345247,ERR3345308,ERR3345369
WA-0356	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	45	FALSE	ERS3040784	ERR3312291,ERR3312324,ERR3312357
WA-0357	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	49	TRUE	ERS3040785	ERR3337095,ERR3345067,ERR3345100
WA-0358	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	40	FALSE	ERS3040786	ERR3337084,ERR3345056,ERR3345089
WA-0361	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	44	TRUE	ERS3040787	ERR3337101,ERR3345073,ERR3345106
WA-0362	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040788	ERR3312280,ERR3331431,ERR3331707
WA-0363	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040789	ERR3345129,ERR3345162,ERR3345195
WA-0364	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040790	ERR3312277,ERR3331428,ERR3331704
WA-0365	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040791	ERR3337081,ERR3345053,ERR3345086
WA-0366	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead	50	FALSE	ERS3040792	ERR3337098,ERR3345070,ERR3345103
WA-0367	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040793	ERR3312269,ERR3331420,ERR3331696
WA-0368	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040794	ERR3312261,ERR3331412,ERR3331688
WA-0369	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	2	60	dead		FALSE	ERS3040795	ERR3345272,ERR3345333,ERR3345394
WA-0370	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040796	ERR3337096,ERR3345068,ERR3345101
WA-0371	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	51	FALSE	ERS3040797	ERR3337085,ERR3345057,ERR3345090
WA-0372	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	52	FALSE	ERS3040798	ERR3312278,ERR3331429,ERR3331705
WA-0374	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040800	ERR3312312,ERR3312345,ERR3312378
WA-0375	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040801	ERR3312288,ERR3312321,ERR3312354
WA-0376	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040802	ERR3345220,ERR3345281,ERR3345342
WA-0377	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040803	ERR3337088,ERR3345060,ERR3345093
WA-0378	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	53	FALSE	ERS3040804	ERR3337094,ERR3345066,ERR3345099
WA-0379	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040805	ERR3345147,ERR3345180,ERR3345213
WA-0381	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	46	TRUE	ERS3040807	ERR3345249,ERR3345310,ERR3345371
WA-0383	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	54	FALSE	ERS3040809	ERR3312260,ERR3331411,ERR3331687
WA-0384	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	55	FALSE	ERS3040810	ERR3312259,ERR3331410,ERR3331686
WA-0386	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040811	ERR3345238,ERR3345299,ERR3345360
WA-0387	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040812	ERR3345136,ERR3345169,ERR3345202
WA-0389	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040814	ERR3345125,ERR3345158,ERR3345191
WA-0390	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040815	ERR3345271,ERR3345332,ERR3345393
WA-0391	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040816	ERR3312271,ERR3331422,ERR3331698
WA-0392	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040817	ERR3345262,ERR3345323,ERR3345384
WA-0393	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040818	ERR3345227,ERR3345288,ERR3345349
WA-0394	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040819	ERR3312298,ERR3312331,ERR3312364
WA-0395	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040820	ERR3312293,ERR3312326,ERR3312359
WA-0396	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040821	ERR3345263,ERR3345324,ERR3345385
WA-0397	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	50	TRUE	ERS3040822	ERR3312300,ERR3312333,ERR3312366
WA-0398	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040823	ERR3312299,ERR3312332,ERR3312365
WA-0399	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040824	ERR3345265,ERR3345326,ERR3345387
WA-0400	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	56	FALSE	ERS3040825	ERR3312257,ERR3331408,ERR3331684
WA-0401	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	43	FALSE	ERS3040826	ERR3337108,ERR3345080,ERR3345113
WA-0402	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040827	ERR3345119,ERR3345152,ERR3345185
WA-0403	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040828	ERR3345245,ERR3345306,ERR3345367
WA-0404	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040829	ERR3312305,ERR3312338,ERR3312371
WA-0405	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	42	FALSE	ERS3040830	ERR3345126,ERR3345159,ERR3345192
WA-0406	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040831	ERR3345149,ERR3345182,ERR3345215
WA-0407	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040832	ERR3312284,ERR3312317,ERR3312350
WA-0408	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040833	ERR3312306,ERR3312339,ERR3312372
WA-0409	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040834	ERR3312262,ERR3331413,ERR3331689
WA-0410	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040835	ERR3345264,ERR3345325,ERR3345386
WA-0411	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	41	FALSE	ERS3040836	ERR3337082,ERR3345054,ERR3345087
WA-0412	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040837	ERR3312297,ERR3312330,ERR3312363
WA-0413	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040838	ERR3345222,ERR3345283,ERR3345344
WA-0415	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040839	ERR3345139,ERR3345172,ERR3345205
WA-0416	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040840	ERR3337089,ERR3345061,ERR3345094
WA-0417	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	49	FALSE	ERS3040841	ERR3345250,ERR3345311,ERR3345372
WA-0418	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040842	ERR3345228,ERR3345289,ERR3345350
WA-0419	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040843	ERR3312283,ERR3312316,ERR3312349
WA-0420	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040844	ERR3312304,ERR3312337,ERR3312370
WA-0421	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040845	ERR3345132,ERR3345165,ERR3345198
WA-0422	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	55	TRUE	ERS3040846	ERR3312281,ERR3331432,ERR3331708
WA-0424	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	55	TRUE	ERS3040847	ERR3345266,ERR3345327,ERR3345388
WA-0425	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040848	ERR3345233,ERR3345294,ERR3345355
WA-0426	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	47	TRUE	ERS3040849	ERR3345258,ERR3345319,ERR3345380
WA-0427	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	44	TRUE	ERS3040850	ERR3345275,ERR3345336,ERR3345397
WA-0428	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040851	ERR3345236,ERR3345297,ERR3345358
WA-0429	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040852	ERR3345276,ERR3345337,ERR3345398
WA-0430	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive	55	TRUE	ERS3040853	ERR3345273,ERR3345334,ERR3345395
WA-0431	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040854	ERR3345268,ERR3345329,ERR3345390
WA-0432	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040855	ERR3312314,ERR3312347,ERR3312380
WA-0433	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040856	ERR3345230,ERR3345291,ERR3345352
WA-0434	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040857	ERR3345235,ERR3345296,ERR3345357
WA-0435	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040858	ERR3345254,ERR3345315,ERR3345376
WA-0436	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040859	ERR3345274,ERR3345335,ERR3345396
WA-0438	Togo	Baguida	6.161	1.314	10/01/2017	gambiae	Delta	10	60	alive		FALSE	ERS3040860	ERR3312282,ERR3312315,ERR3312348
WA-0442	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041593	ERR3270021,ERR3270057,ERR3270093
WA-0444	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041595	ERR3312393,ERR3312429,ERR3312465
WA-0451	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041602	ERR3282294,ERR3282330,ERR3282366
WA-0452	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	5	FALSE	ERS3041603	ERR3311598,ERR3311634,ERR3311670
WA-0455	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041606	ERR3282196,ERR3282232,ERR3282268
WA-0457	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041607	ERR3270019,ERR3270055,ERR3270091
WA-0458	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041608	ERR3312398,ERR3312434,ERR3312470
WA-0459	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041609	ERR3282716,ERR3282752,ERR3282788
WA-0460	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041610	ERR3270172,ERR3270208,ERR3270244
WA-0462	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	3	TRUE	ERS3041612	ERR3282295,ERR3282331,ERR3282367
WA-0463	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041613	ERR3282312,ERR3282348,ERR3282384
WA-0464	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041614	ERR3282200,ERR3282236,ERR3282272
WA-0465	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	3	TRUE	ERS3041615	ERR3282211,ERR3282247,ERR3282283
WA-0466	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041616	ERR3290273,ERR3290309,ERR3311460
WA-0468	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041618	ERR3289880,ERR3289916,ERR3289952
WA-0469	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	3	TRUE	ERS3041619	ERR3282806,ERR3282842,ERR3282878
WA-0472	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041622	ERR3290446,ERR3290482,ERR3331467
WA-0473	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	3	FALSE	ERS3041623	ERR3282293,ERR3282329,ERR3282365
WA-0474	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	4	FALSE	ERS3041624	ERR3282817,ERR3282853,ERR3282889
WA-0476	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	24	TRUE	ERS3041626	ERR3290268,ERR3290304,ERR3311455
WA-0477	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041627	ERR3290465,ERR3290501,ERR3331486
WA-0478	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	25	TRUE	ERS3041628	ERR3282582,ERR3282618,ERR3282654
WA-0479	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041629	ERR3259481,ERR3259517,ERR3259553
WA-0480	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041630	ERR3282795,ERR3282831,ERR3282867
WA-0481	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	24	TRUE	ERS3041631	ERR3282804,ERR3282840,ERR3282876
WA-0483	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	24	FALSE	ERS3041633	ERR3282182,ERR3282218,ERR3282254
WA-0484	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041634	ERR3311514,ERR3311550,ERR3311586
WA-0485	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041635	ERR3259468,ERR3259504,ERR3259540
