sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	sample.accession	run.accession
WA-0737	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042212	ERR3331789,ERR3331814,ERR3331839
WA-0738	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042213	ERR3331604,ERR3331628,ERR3331652
WA-0739	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042214	ERR3331800,ERR3331825,ERR3331850
WA-0740	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042215	ERR3331786,ERR3331811,ERR3331836
WA-0741	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042216	ERR3331619,ERR3331643,ERR3331667
WA-0742	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042217	ERR3331613,ERR3331637,ERR3331661
WA-0743	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042218	ERR3331609,ERR3331633,ERR3331657
WA-0744	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive	64	TRUE	ERS3042219	ERR3331781,ERR3331806,ERR3331831
WA-0745	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042220	ERR3331787,ERR3331812,ERR3331837
WA-0746	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042221	ERR3331623,ERR3331647,ERR3331671
WA-0747	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042222	ERR3331615,ERR3331639,ERR3331663
WA-0748	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042223	ERR3331610,ERR3331634,ERR3331658
WA-0751	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042226	ERR3331606,ERR3331630,ERR3331654
WA-0753	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042227	ERR3331624,ERR3331648,ERR3331672
WA-0754	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042228	ERR3331611,ERR3331635,ERR3331659
WA-0755	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042229	ERR3331622,ERR3331646,ERR3331670
WA-0756	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042230	ERR3331617,ERR3331641,ERR3331665
WA-0757	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042231	ERR3331605,ERR3331629,ERR3331653
WA-0758	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042232	ERR3331626,ERR3331650,ERR3331674
WA-0759	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042233	ERR3331612,ERR3331636,ERR3331660
WA-0760	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive	64	FALSE	ERS3042234	ERR3331614,ERR3331638,ERR3331662
WA-0761	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042235	ERR3331791,ERR3331816,ERR3331841
WA-0762	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042236	ERR3331793,ERR3331818,ERR3331843
WA-0763	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042237	ERR3331783,ERR3331808,ERR3331833
WA-0766	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042240	ERR3331799,ERR3331824,ERR3331849
WA-0767	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042241	ERR3331795,ERR3331820,ERR3331845
WA-0769	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042243	ERR3331782,ERR3331807,ERR3331832
WA-0770	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042244	ERR3331625,ERR3331649,ERR3331673
WA-0771	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042245	ERR3331627,ERR3331651,ERR3331675
WA-0774	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042248	ERR3331608,ERR3331632,ERR3331656
WA-0777	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042250	ERR3331801,ERR3331826,ERR3331851
WA-0778	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042251	ERR3331805,ERR3331830,ERR3331855
WA-0779	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3042252	ERR3331784,ERR3331809,ERR3331834
WA-0782	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040861	ERR3345270,ERR3345331,ERR3345392
WA-0783	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040862	ERR3312273,ERR3331424,ERR3331700
WA-0784	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040863	ERR3345140,ERR3345173,ERR3345206
WA-0785	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	57	FALSE	ERS3040864	ERR3312275,ERR3331426,ERR3331702
WA-0786	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040865	ERR3337107,ERR3345079,ERR3345112
WA-0789	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040868	ERR3345218,ERR3345279,ERR3345340
WA-0790	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	58	FALSE	ERS3040869	ERR3345241,ERR3345302,ERR3345363
WA-0791	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	59	TRUE	ERS3040870	ERR3345260,ERR3345321,ERR3345382
WA-0792	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	59	FALSE	ERS3040871	ERR3345122,ERR3345155,ERR3345188
WA-0795	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040872	ERR3312302,ERR3312335,ERR3312368
WA-0796	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040873	ERR3345121,ERR3345154,ERR3345187
WA-0797	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040874	ERR3345127,ERR3345160,ERR3345193
WA-0798	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	41	FALSE	ERS3040875	ERR3345224,ERR3345285,ERR3345346
WA-0799	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	43	FALSE	ERS3040876	ERR3345229,ERR3345290,ERR3345351
WA-0800	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040877	ERR3337112,ERR3345084,ERR3345117
WA-0801	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040878	ERR3345255,ERR3345316,ERR3345377
WA-0802	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	56	FALSE	ERS3040879	ERR3312294,ERR3312327,ERR3312360
WA-0803	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040880	ERR3345142,ERR3345175,ERR3345208
WA-0804	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040881	ERR3345259,ERR3345320,ERR3345381
WA-0806	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	58	TRUE	ERS3040882	ERR3345146,ERR3345179,ERR3345212
WA-0808	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040884	ERR3312310,ERR3312343,ERR3312376
WA-0809	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	57	TRUE	ERS3040885	ERR3337105,ERR3345077,ERR3345110
WA-0811	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040887	ERR3337104,ERR3345076,ERR3345109
WA-0812	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040888	ERR3345225,ERR3345286,ERR3345347
WA-0814	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	45	FALSE	ERS3040890	ERR3345124,ERR3345157,ERR3345190
WA-0815	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040891	ERR3312311,ERR3312344,ERR3312377
WA-0816	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead	54	FALSE	ERS3040892	ERR3345246,ERR3345307,ERR3345368
WA-0817	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040893	ERR3345148,ERR3345181,ERR3345214
WA-0818	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040894	ERR3345256,ERR3345317,ERR3345378
WA-0819	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040895	ERR3337109,ERR3345081,ERR3345114
WA-0820	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040896	ERR3312263,ERR3331414,ERR3331690
WA-0821	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040897	ERR3312296,ERR3312329,ERR3312362
WA-0822	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	45	dead		FALSE	ERS3040898	ERR3337087,ERR3345059,ERR3345092
WA-0823	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040899	ERR3337090,ERR3345062,ERR3345095
WA-0824	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040900	ERR3312252,ERR3331403,ERR3331679
WA-0825	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040901	ERR3345135,ERR3345168,ERR3345201
WA-0826	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040902	ERR3312265,ERR3331416,ERR3331692
WA-0829	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	60	TRUE	ERS3040905	ERR3312266,ERR3331417,ERR3331693
WA-0830	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040906	ERR3312272,ERR3331423,ERR3331699
WA-0831	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040907	ERR3345226,ERR3345287,ERR3345348
WA-0832	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	60	TRUE	ERS3040908	ERR3345221,ERR3345282,ERR3345343
WA-0833	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	51	FALSE	ERS3040909	ERR3337091,ERR3345063,ERR3345096
WA-0834	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040910	ERR3337102,ERR3345074,ERR3345107
WA-0838	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040911	ERR3345120,ERR3345153,ERR3345186
WA-0840	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	61	FALSE	ERS3040912	ERR3312251,ERR3331402,ERR3331678
WA-0842	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040913	ERR3312254,ERR3331405,ERR3331681
WA-0844	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040914	ERR3345138,ERR3345171,ERR3345204
WA-0845	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	61	TRUE	ERS3040915	ERR3345130,ERR3345163,ERR3345196
WA-0847	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040916	ERR3345128,ERR3345161,ERR3345194
WA-0848	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	53	FALSE	ERS3040917	ERR3345237,ERR3345298,ERR3345359
WA-0849	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	62	FALSE	ERS3040918	ERR3345240,ERR3345301,ERR3345362
WA-0850	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	60	FALSE	ERS3040919	ERR3312301,ERR3312334,ERR3312367
WA-0851	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	52	TRUE	ERS3040920	ERR3337100,ERR3345072,ERR3345105
WA-0852	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040921	ERR3345118,ERR3345151,ERR3345184
WA-0853	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040922	ERR3345145,ERR3345178,ERR3345211
WA-0854	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	52	FALSE	ERS3040923	ERR3345234,ERR3345295,ERR3345356
WA-0855	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040924	ERR3312279,ERR3331430,ERR3331706
WA-0857	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040926	ERR3337083,ERR3345055,ERR3345088
WA-0858	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040927	ERR3312276,ERR3331427,ERR3331703
WA-0859	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	62	TRUE	ERS3040928	ERR3312256,ERR3331407,ERR3331683
WA-0860	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040929	ERR3337086,ERR3345058,ERR3345091
WA-0861	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040930	ERR3345133,ERR3345166,ERR3345199
WA-0863	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040932	ERR3345134,ERR3345167,ERR3345200
WA-0864	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	63	FALSE	ERS3040933	ERR3345239,ERR3345300,ERR3345361
WA-0865	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040934	ERR3337097,ERR3345069,ERR3345102
WA-0867	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	63	TRUE	ERS3040935	ERR3312268,ERR3331419,ERR3331695
WA-0868	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040936	ERR3312253,ERR3331404,ERR3331680
WA-0869	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040937	ERR3345144,ERR3345177,ERR3345210
WA-0870	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive	61	TRUE	ERS3040938	ERR3312309,ERR3312342,ERR3312375
WA-0871	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040939	ERR3312313,ERR3312346,ERR3312379
WA-0872	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040940	ERR3312286,ERR3312319,ERR3312352
WA-0873	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040941	ERR3345150,ERR3345183,ERR3345216
WA-0874	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040942	ERR3345143,ERR3345176,ERR3345209
WA-0875	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040943	ERR3337080,ERR3345052,ERR3345085
WA-0877	Togo	Baguida	6.161	1.314	12/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3040945	ERR3312270,ERR3331421,ERR3331697
WA-0878	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041863	ERR3290456,ERR3290492,ERR3331477
WA-0879	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041864	ERR3312390,ERR3312426,ERR3312462
WA-0880	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041865	ERR3312389,ERR3312425,ERR3312461
WA-0881	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041866	ERR3270108,ERR3270144,ERR3270288
WA-0882	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041867	ERR3290190,ERR3290226,ERR3311413
WA-0883	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041868	ERR3282179,ERR3282215,ERR3282251
WA-0884	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041869	ERR3269938,ERR3269974,ERR3311936
WA-0885	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041870	ERR3259474,ERR3259510,ERR3259546
WA-0886	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041871	ERR3270011,ERR3270047,ERR3270083
WA-0887	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041872	ERR3290216,ERR3290252,ERR3311439
WA-0889	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	65	TRUE	ERS3041874	ERR3311600,ERR3311636,ERR3311672
WA-0890	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041875	ERR3311506,ERR3311542,ERR3311578
WA-0891	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	66	FALSE	ERS3041876	ERR3289877,ERR3289913,ERR3289949
WA-0892	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041877	ERR3270187,ERR3270223,ERR3270259
WA-0893	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	67	FALSE	ERS3041878	ERR3290351,ERR3290387,ERR3290423
WA-0894	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041879	ERR3290001,ERR3290037,ERR3290073
WA-0895	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041880	ERR3282206,ERR3282242,ERR3282278
WA-0896	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041881	ERR3290447,ERR3290483,ERR3331468
WA-0897	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041882	ERR3269993,ERR3270029,ERR3270065
WA-0898	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041883	ERR3289896,ERR3289932,ERR3289968
WA-0899	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041884	ERR3290344,ERR3290380,ERR3290416
WA-0900	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041885	ERR3269916,ERR3269952,ERR3311914
WA-0901	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041886	ERR3282579,ERR3282615,ERR3282651
WA-0902	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041887	ERR3290341,ERR3290377,ERR3290413
WA-0903	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041888	ERR3282604,ERR3282640,ERR3282676
WA-0904	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041889	ERR3270012,ERR3270048,ERR3270084
WA-0905	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041890	ERR3290348,ERR3290384,ERR3290420
WA-0906	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041891	ERR3311496,ERR3311532,ERR3311568
WA-0907	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041892	ERR3290204,ERR3290240,ERR3311427
WA-0908	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041893	ERR3282695,ERR3282731,ERR3282767
WA-0909	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	68	FALSE	ERS3041894	ERR3282687,ERR3282723,ERR3282759
WA-0910	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	69	FALSE	ERS3041895	ERR3282313,ERR3282349,ERR3282385
WA-0911	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	70	TRUE	ERS3041896	ERR3282590,ERR3282626,ERR3282662
WA-0912	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	70	FALSE	ERS3041897	ERR3282820,ERR3282856,ERR3282892
WA-0913	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041898	ERR3290280,ERR3290316,ERR3311467
WA-0914	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041899	ERR3290104,ERR3290140,ERR3290176
WA-0915	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041900	ERR3270201,ERR3270237,ERR3270273
WA-0916	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041901	ERR3282595,ERR3282631,ERR3282667
WA-0917	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	69	TRUE	ERS3041902	ERR3270168,ERR3270204,ERR3270240
WA-0918	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041903	ERR3270110,ERR3270146,ERR3270290
WA-0919	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041904	ERR3311594,ERR3311630,ERR3311666
WA-0920	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	71	FALSE	ERS3041905	ERR3259478,ERR3259514,ERR3259550
WA-0921	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	72	TRUE	ERS3041906	ERR3282601,ERR3282637,ERR3282673
WA-0922	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041907	ERR3290366,ERR3290402,ERR3290438
WA-0923	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041908	ERR3290088,ERR3290124,ERR3290160
WA-0924	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041909	ERR3259393,ERR3259429,ERR3259465
WA-0925	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	73	FALSE	ERS3041910	ERR3259379,ERR3259415,ERR3259451
WA-0926	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041911	ERR3270098,ERR3270134,ERR3270278
WA-0927	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	74	TRUE	ERS3041912	ERR3270186,ERR3270222,ERR3270258
WA-0928	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041913	ERR3269925,ERR3269961,ERR3311923
WA-0929	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041914	ERR3270176,ERR3270212,ERR3270248
WA-0930	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041915	ERR3282203,ERR3282239,ERR3282275
WA-0931	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041916	ERR3290099,ERR3290135,ERR3290171
WA-0932	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041917	ERR3259383,ERR3259419,ERR3259455
WA-0933	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041918	ERR3289991,ERR3290027,ERR3290063
WA-0934	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041919	ERR3312411,ERR3312447,ERR3312483
WA-0935	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	75	FALSE	ERS3041920	ERR3282593,ERR3282629,ERR3282665
