SANGER PLATE ID	WELL	SANGER SAMPLE ID	SUPPLIER SAMPLE NAME
DN554826S	C11	5563STDY7800698	VBS19622
DN554826S	D11	5563STDY7800699	VBS19623
DN554826S	E11	5563STDY7800700	VBS19624
DN554826S	F11	5563STDY7800701	VBS19625
DN554826S	G11	5563STDY7800702	VBS19626
DN554826S	H11	5563STDY7800703	VBS19627
DN554826S	A12	5563STDY7800704	VBS19628
DN554826S	B12	5563STDY7800705	VBS19629
DN554826S	C12	5563STDY7800706	VBS19630
DN554826S	D12	5563STDY7800707	VBS19631
DN554826S	E12	5563STDY7800708	VBS19632
DN554826S	F12	5563STDY7800709	VBS19633
DN554826S	G12	5563STDY7800710	
DN554826S	H12	5563STDY7800711	
DN554827T	A1	5563STDY7800712	VBS19634
DN554827T	B1	5563STDY7800713	VBS19635
DN554827T	C1	5563STDY7800714	VBS19636
DN554827T	D1	5563STDY7800715	VBS19637
DN554827T	E1	5563STDY7800716	VBS19638
DN554827T	F1	5563STDY7800717	VBS19639
DN554827T	G1	5563STDY7800718	VBS19640
DN554827T	H1	5563STDY7800719	VBS19641
DN554827T	A2	5563STDY7800720	VBS19642
DN554827T	B2	5563STDY7800721	VBS19643
DN554827T	C2	5563STDY7800722	VBS19644
DN554827T	D2	5563STDY7800723	VBS19645
DN554827T	E2	5563STDY7800724	VBS19646
DN554827T	F2	5563STDY7800725	VBS19647
DN554827T	G2	5563STDY7800726	VBS19648
DN554827T	H2	5563STDY7800727	VBS19649
DN554827T	A3	5563STDY7800728	VBS19650
DN554827T	B3	5563STDY7800729	VBS19651
DN554827T	C3	5563STDY7800730	VBS19652
DN554827T	D3	5563STDY7800731	VBS19653
DN554827T	E3	5563STDY7800732	VBS19654
DN554827T	F3	5563STDY7800733	VBS19655
DN554827T	G3	5563STDY7800734	VBS19656
DN554827T	H3	5563STDY7800735	VBS19657
DN554827T	A4	5563STDY7800736	VBS19658
DN554827T	B4	5563STDY7800737	VBS19659
DN554827T	C4	5563STDY7800738	VBS19660
DN554827T	D4	5563STDY7800739	VBS19661
DN554827T	E4	5563STDY7800740	VBS19662
DN554827T	F4	5563STDY7800741	VBS19663
DN554827T	G4	5563STDY7800742	VBS19664
DN554827T	H4	5563STDY7800743	VBS19665
DN554827T	A5	5563STDY7800744	VBS19666
DN554827T	B5	5563STDY7800745	VBS19667
DN554827T	C5	5563STDY7800746	VBS19668
DN554827T	D5	5563STDY7800747	VBS19669
DN554827T	E5	5563STDY7800748	VBS19670
DN554827T	F5	5563STDY7800749	VBS19671
DN554827T	G5	5563STDY7800750	VBS19672
DN554827T	H5	5563STDY7800751	VBS19673
DN554827T	A6	5563STDY7800752	VBS19674
DN554827T	B6	5563STDY7800753	VBS19675
DN554827T	C6	5563STDY7800754	VBS19676
DN554827T	D6	5563STDY7800755	VBS19677
DN554827T	E6	5563STDY7800756	VBS19678
DN554827T	F6	5563STDY7800757	VBS19679
DN554827T	G6	5563STDY7800758	VBS19680
DN554827T	H6	5563STDY7800759	VBS19681
DN554827T	A7	5563STDY7800760	VBS19682
DN554827T	B7	5563STDY7800761	VBS19683
DN554827T	C7	5563STDY7800762	VBS19684
DN554827T	D7	5563STDY7800763	VBS19685
DN554827T	E7	5563STDY7800764	VBS19686
DN554827T	F7	5563STDY7800765	VBS19687
DN554827T	G7	5563STDY7800766	VBS19688
DN554827T	H7	5563STDY7800767	VBS19689
DN554827T	A8	5563STDY7800768	VBS19690
DN554827T	B8	5563STDY7800769	VBS19691
DN554827T	C8	5563STDY7800770	VBS19692
DN554827T	D8	5563STDY7800771	VBS19693
DN554827T	E8	5563STDY7800772	VBS19694
DN554827T	F8	5563STDY7800773	VBS19695
DN554827T	G8	5563STDY7800774	VBS19696
DN554827T	H8	5563STDY7800775	VBS19697
DN554827T	A9	5563STDY7800776	VBS19698
DN554827T	B9	5563STDY7800777	VBS19699
DN554827T	C9	5563STDY7800778	VBS19700
DN554827T	D9	5563STDY7800779	VBS19701
DN554827T	E9	5563STDY7800780	VBS19702
DN554827T	F9	5563STDY7800781	VBS19703
DN554827T	G9	5563STDY7800782	VBS19704
DN554827T	H9	5563STDY7800783	VBS19705
DN554827T	A10	5563STDY7800784	VBS19706
DN554827T	B10	5563STDY7800785	VBS19707
DN554827T	C10	5563STDY7800786	VBS19708
DN554827T	D10	5563STDY7800787	VBS19709
DN554827T	E10	5563STDY7800788	VBS19710
DN554827T	F10	5563STDY7800789	VBS19711
DN554827T	G10	5563STDY7800790	VBS19712
DN554827T	H10	5563STDY7800791	VBS19713
DN554827T	A11	5563STDY7800792	VBS19714
DN554827T	B11	5563STDY7800793	VBS19715
DN554827T	C11	5563STDY7800794	VBS19716
DN554827T	D11	5563STDY7800795	VBS19717
DN554827T	E11	5563STDY7800796	VBS19718
DN554827T	F11	5563STDY7800797	VBS19720
DN554827T	G11	5563STDY7800798	VBS19721
DN554827T	H11	5563STDY7800799	VBS19722
DN554827T	A12	5563STDY7800800	VBS19723
DN554827T	B12	5563STDY7800801	VBS19724
DN554827T	C12	5563STDY7800802	VBS19725
DN554827T	D12	5563STDY7800803	VBS19726
DN554827T	E12	5563STDY7800804	VBS19727
DN554827T	F12	5563STDY7800805	VBS19728
DN554827T	G12	5563STDY7800806	
DN554827T	H12	5563STDY7800807	
DN554828U	A1	5563STDY7800808	VBS19729
DN554828U	B1	5563STDY7800809	VBS19731
DN554828U	C1	5563STDY7800810	VBS19732
DN554828U	D1	5563STDY7800811	VBS19733
DN554828U	E1	5563STDY7800812	VBS19734
DN554828U	F1	5563STDY7800813	VBS19735
DN554828U	G1	5563STDY7800814	VBS19736
DN554828U	H1	5563STDY7800815	VBS19737
DN554828U	A2	5563STDY7800816	VBS19739
DN554828U	B2	5563STDY7800817	VBS19740
DN554828U	C2	5563STDY7800818	VBS19741
DN554828U	D2	5563STDY7800819	VBS19742
DN554828U	E2	5563STDY7800820	VBS19743
DN554828U	F2	5563STDY7800821	VBS19744
DN554828U	G2	5563STDY7800822	VBS19745
DN554828U	H2	5563STDY7800823	VBS19746
DN554828U	A3	5563STDY7800824	VBS19747
DN554828U	B3	5563STDY7800825	VBS19748
DN554828U	C3	5563STDY7800826	VBS19749
DN554828U	D3	5563STDY7800827	VBS19750
DN554828U	E3	5563STDY7800828	VBS19751
DN554828U	F3	5563STDY7800829	VBS19752
DN554828U	G3	5563STDY7800830	VBS19753
DN554828U	H3	5563STDY7800831	VBS19754
DN554828U	A4	5563STDY7800832	VBS19755
DN554828U	B4	5563STDY7800833	VBS19756
DN554828U	C4	5563STDY7800834	VBS19757
DN554828U	D4	5563STDY7800835	VBS19758
DN554828U	E4	5563STDY7800836	VBS19759
DN554828U	F4	5563STDY7800837	VBS19760
DN554828U	G4	5563STDY7800838	VBS19761
DN554828U	H4	5563STDY7800839	VBS19762
DN554828U	A5	5563STDY7800840	VBS19763
DN554828U	B5	5563STDY7800841	VBS19764
DN554828U	C5	5563STDY7800842	VBS19765
DN554828U	D5	5563STDY7800843	VBS19767
DN554828U	E5	5563STDY7800844	VBS19768
DN554828U	F5	5563STDY7800845	VBS19769
DN554828U	G5	5563STDY7800846	VBS19770
DN554828U	H5	5563STDY7800847	VBS19771
DN554828U	A6	5563STDY7800848	VBS19772
DN554828U	B6	5563STDY7800849	VBS19773
DN554828U	C6	5563STDY7800850	VBS19775
DN554828U	D6	5563STDY7800851	VBS19776
DN554828U	E6	5563STDY7800852	VBS19777
DN554828U	F6	5563STDY7800853	VBS19778
DN554828U	G6	5563STDY7800854	VBS19779
DN554828U	H6	5563STDY7800855	VBS19780
DN554828U	A7	5563STDY7800856	VBS19781
DN554828U	B7	5563STDY7800857	VBS19782
DN554828U	C7	5563STDY7800858	VBS19783
DN554828U	D7	5563STDY7800859	VBS19784
DN554828U	E7	5563STDY7800860	VBS19785
DN554828U	F7	5563STDY7800861	VBS19786
DN554828U	G7	5563STDY7800862	VBS19787
DN554828U	H7	5563STDY7800863	VBS19788
DN554828U	A8	5563STDY7800864	VBS19789
DN554828U	B8	5563STDY7800865	VBS19791
DN554828U	C8	5563STDY7800866	VBS19792
DN554828U	D8	5563STDY7800867	VBS19793
DN554828U	E8	5563STDY7800868	VBS19794
DN554828U	F8	5563STDY7800869	VBS19795
DN554828U	G8	5563STDY7800870	VBS19796
DN554828U	H8	5563STDY7800871	VBS19797
DN554828U	A9	5563STDY7800872	VBS19798
DN554828U	B9	5563STDY7800873	VBS19799
DN554828U	C9	5563STDY7800874	VBS19800
DN554828U	D9	5563STDY7800875	VBS19801
DN554828U	E9	5563STDY7800876	VBS19802
DN554828U	F9	5563STDY7800877	VBS19803
DN554828U	G9	5563STDY7800878	VBS19804
DN554828U	H9	5563STDY7800879	VBS19805
DN554828U	A10	5563STDY7800880	VBS19806
DN554828U	B10	5563STDY7800881	VBS19807
DN554828U	C10	5563STDY7800882	VBS19808
DN554828U	D10	5563STDY7800883	VBS19809
DN554828U	E10	5563STDY7800884	VBS19810
DN554828U	F10	5563STDY7800885	VBS19811
DN554828U	G10	5563STDY7800886	VBS19812
DN554828U	H10	5563STDY7800887	VBS19813
DN554828U	A11	5563STDY7800888	VBS19814
DN554828U	B11	5563STDY7800889	VBS19815
DN554828U	C11	5563STDY7800890	VBS19816
DN554828U	D11	5563STDY7800891	VBS19817
DN554828U	E11	5563STDY7800892	VBS19818
DN554828U	F11	5563STDY7800893	VBS19819
DN554828U	G11	5563STDY7800894	VBS19820
DN554828U	H11	5563STDY7800895	VBS19821
DN554828U	A12	5563STDY7800896	VBS19822
DN554828U	B12	5563STDY7800897	VBS19823
DN554828U	C12	5563STDY7800898	VBS19824
DN554828U	D12	5563STDY7800899	VBS19825
DN554828U	E12	5563STDY7800900	VBS19826
DN554828U	F12	5563STDY7800901	VBS19827
DN554828U	G12	5563STDY7800902	
DN554828U	H12	5563STDY7800903	
DN554829V	A1	5563STDY7800904	VBS19828
DN554829V	B1	5563STDY7800905	VBS19829
DN554829V	C1	5563STDY7800906	VBS19830
DN554829V	D1	5563STDY7800907	VBS19831
DN554829V	E1	5563STDY7800908	VBS19832
DN554829V	F1	5563STDY7800909	VBS19833
DN554829V	G1	5563STDY7800910	VBS19834
DN554829V	H1	5563STDY7800911	VBS19835
DN554829V	A2	5563STDY7800912	VBS19836
DN554829V	B2	5563STDY7800913	VBS19837
DN554829V	C2	5563STDY7800914	VBS19838
DN554829V	D2	5563STDY7800915	VBS19839
DN554829V	E2	5563STDY7800916	VBS19840
DN554829V	F2	5563STDY7800917	VBS19841
DN554829V	G2	5563STDY7800918	VBS19842
DN554829V	H2	5563STDY7800919	VBS19843
DN554829V	A3	5563STDY7800920	VBS19844
DN554829V	B3	5563STDY7800921	VBS19845
DN554829V	C3	5563STDY7800922	VBS19846
DN554829V	D3	5563STDY7800923	VBS19847
DN554829V	E3	5563STDY7800924	VBS19848
DN554829V	F3	5563STDY7800925	VBS19849
DN554829V	G3	5563STDY7800926	VBS19850
DN554829V	H3	5563STDY7800927	VBS19851
DN554829V	A4	5563STDY7800928	VBS19852
DN554829V	B4	5563STDY7800929	VBS19853
DN554829V	C4	5563STDY7800930	VBS19854
DN554829V	D4	5563STDY7800931	VBS19855
DN554829V	E4	5563STDY7800932	VBS19856
DN554829V	F4	5563STDY7800933	VBS19857
DN554829V	G4	5563STDY7800934	VBS19858
DN554829V	H4	5563STDY7800935	VBS19859
DN554829V	A5	5563STDY7800936	VBS19860
DN554829V	B5	5563STDY7800937	VBS19861
DN554829V	C5	5563STDY7800938	VBS19862
DN554829V	D5	5563STDY7800939	VBS19863
DN554829V	E5	5563STDY7800940	VBS19864
DN554829V	F5	5563STDY7800941	VBS19865
DN554829V	G5	5563STDY7800942	VBS19866
DN554829V	H5	5563STDY7800943	VBS19867
DN554829V	A6	5563STDY7800944	VBS19868
DN554829V	B6	5563STDY7800945	VBS19869
DN554829V	C6	5563STDY7800946	VBS19870
DN554829V	D6	5563STDY7800947	VBS19871
DN554829V	E6	5563STDY7800948	VBS19872
DN554829V	F6	5563STDY7800949	VBS19873
DN554829V	G6	5563STDY7800950	VBS19874
DN554829V	H6	5563STDY7800951	VBS19875
DN554829V	A7	5563STDY7800952	VBS19876
DN554829V	B7	5563STDY7800953	VBS19877
DN554829V	C7	5563STDY7800954	VBS19878
DN554829V	D7	5563STDY7800955	VBS19879
DN554829V	E7	5563STDY7800956	VBS19880
DN554829V	F7	5563STDY7800957	VBS19881
DN554829V	G7	5563STDY7800958	VBS19882
DN554829V	H7	5563STDY7800959	VBS19883
DN554829V	A8	5563STDY7800960	VBS19884
DN554829V	B8	5563STDY7800961	VBS19885
DN554829V	C8	5563STDY7800962	VBS19886
DN554829V	D8	5563STDY7800963	VBS19887
DN554829V	E8	5563STDY7800964	VBS19888
DN554829V	F8	5563STDY7800965	VBS19889
DN554829V	G8	5563STDY7800966	VBS19890
DN554829V	H8	5563STDY7800967	VBS19891
DN554829V	A9	5563STDY7800968	VBS19892
DN554829V	B9	5563STDY7800969	VBS19893
DN554829V	C9	5563STDY7800970	VBS19894
DN554829V	D9	5563STDY7800971	VBS19895
DN554829V	E9	5563STDY7800972	VBS19897
DN554829V	F9	5563STDY7800973	VBS19899
DN554829V	G9	5563STDY7800974	VBS19900
DN554829V	H9	5563STDY7800975	VBS19901
DN554829V	A10	5563STDY7800976	VBS19902
DN554829V	B10	5563STDY7800977	VBS19906
DN554829V	C10	5563STDY7800978	VBS19907
DN554829V	D10	5563STDY7800979	VBS19908
DN554829V	E10	5563STDY7800980	VBS19909
DN554829V	F10	5563STDY7800981	VBS19910
DN554829V	G10	5563STDY7800982	VBS19911
DN554829V	H10	5563STDY7800983	VBS19912
DN554829V	A11	5563STDY7800984	VBS19913
DN554829V	B11	5563STDY7800985	VBS19914
DN554829V	C11	5563STDY7800986	VBS19915
DN554829V	D11	5563STDY7800987	VBS19916
DN554829V	E11	5563STDY7800988	VBS19917
DN554829V	F11	5563STDY7800989	VBS19918
DN554829V	G11	5563STDY7800990	VBS19919
DN554829V	H11	5563STDY7800991	VBS19920
DN554829V	A12	5563STDY7800992	VBS19921
DN554829V	B12	5563STDY7800993	VBS19922
DN554829V	C12	5563STDY7800994	VBS19924
DN554829V	D12	5563STDY7800995	VBS19925
DN554829V	E12	5563STDY7800996	VBS19926
DN554829V	F12	5563STDY7800997	VBS19927
DN554829V	G12	5563STDY7800998	
DN554829V	H12	5563STDY7800999	
DN554830O	A1	5563STDY7801000	VBS19928
DN554830O	B1	5563STDY7801001	VBS19929
DN554830O	C1	5563STDY7801002	VBS19930
DN554830O	D1	5563STDY7801003	VBS19931
DN554830O	E1	5563STDY7801004	VBS19932
DN554830O	F1	5563STDY7801005	VBS19933
DN554830O	G1	5563STDY7801006	VBS19934
DN554830O	H1	5563STDY7801007	VBS19935
DN554830O	A2	5563STDY7801008	VBS19936
DN554830O	B2	5563STDY7801009	VBS19937
DN554830O	C2	5563STDY7801010	VBS19939
DN554830O	D2	5563STDY7801011	VBS19940
DN554830O	E2	5563STDY7801012	VBS19941
DN554830O	F2	5563STDY7801013	VBS19942
DN554830O	G2	5563STDY7801014	VBS19943
DN554830O	H2	5563STDY7801015	VBS19944
DN554830O	A3	5563STDY7801016	VBS19945
DN554830O	B3	5563STDY7801017	VBS19946
DN554830O	C3	5563STDY7801018	VBS19947
DN554830O	D3	5563STDY7801019	VBS19948
DN554830O	E3	5563STDY7801020	VBS19949
DN554830O	F3	5563STDY7801021	VBS19950
DN554830O	G3	5563STDY7801022	VBS19951
DN554830O	H3	5563STDY7801023	VBS19952
DN554830O	A4	5563STDY7801024	VBS19953
DN554830O	B4	5563STDY7801025	VBS19954
DN554830O	C4	5563STDY7801026	VBS19955
DN554830O	D4	5563STDY7801027	VBS19956
DN554830O	E4	5563STDY7801028	VBS19957
DN554830O	F4	5563STDY7801029	VBS19958
DN554830O	G4	5563STDY7801030	VBS19959
DN554830O	H4	5563STDY7801031	VBS19960
DN554830O	A5	5563STDY7801032	VBS19961
DN554830O	B5	5563STDY7801033	VBS19962
DN554830O	C5	5563STDY7801034	VBS19963
DN554830O	D5	5563STDY7801035	VBS19964
DN554830O	E5	5563STDY7801036	VBS19965
DN554830O	F5	5563STDY7801037	VBS19966
DN554830O	G5	5563STDY7801038	VBS19967
DN554830O	H5	5563STDY7801039	VBS19968
DN554830O	A6	5563STDY7801040	VBS19969
DN554830O	B6	5563STDY7801041	VBS19970
DN554830O	C6	5563STDY7801042	VBS19971
DN554830O	D6	5563STDY7801043	VBS19973
DN554830O	E6	5563STDY7801044	VBS19974
DN554830O	F6	5563STDY7801045	VBS19975
DN554830O	G6	5563STDY7801046	VBS19976
DN554830O	H6	5563STDY7801047	VBS19977
DN554830O	A7	5563STDY7801048	VBS19978
DN554830O	B7	5563STDY7801049	VBS19979
DN554830O	C7	5563STDY7801050	VBS19980
DN554830O	D7	5563STDY7801051	VBS19981
DN554830O	E7	5563STDY7801052	VBS19982
DN554830O	F7	5563STDY7801053	VBS19983
DN554830O	G7	5563STDY7801054	VBS19984
DN554830O	H7	5563STDY7801055	VBS19985
DN554830O	A8	5563STDY7801056	VBS19986
DN554830O	B8	5563STDY7801057	VBS19987
DN554830O	C8	5563STDY7801058	VBS19988
DN554830O	D8	5563STDY7801059	VBS19989
DN554830O	E8	5563STDY7801060	VBS19990
DN554830O	F8	5563STDY7801061	VBS19991
DN554830O	G8	5563STDY7801062	VBS19992
DN554830O	H8	5563STDY7801063	VBS19993
DN554830O	A9	5563STDY7801064	VBS19994
DN554830O	B9	5563STDY7801065	VBS19995
DN554830O	C9	5563STDY7801066	VBS19996
DN554830O	D9	5563STDY7801067	VBS19997
DN554830O	E9	5563STDY7801068	VBS19998
DN554830O	F9	5563STDY7801069	VBS19999
DN554830O	G9	5563STDY7801070	VBS20000
DN554830O	H9	5563STDY7801071	VBS20001
DN554830O	A10	5563STDY7801072	VBS20002
DN554830O	B10	5563STDY7801073	VBS20003
DN554830O	C10	5563STDY7801074	VBS20004
DN554830O	D10	5563STDY7801075	VBS20005
DN554830O	E10	5563STDY7801076	VBS20006
DN554830O	F10	5563STDY7801077	VBS20007
DN554830O	G10	5563STDY7801078	VBS20008
DN554830O	H10	5563STDY7801079	VBS20009
DN554830O	A11	5563STDY7801080	VBS20010
DN554830O	B11	5563STDY7801081	VBS20011
DN554830O	C11	5563STDY7801082	VBS20012
DN554830O	D11	5563STDY7801083	VBS20013
DN554830O	E11	5563STDY7801084	VBS20014
DN554830O	F11	5563STDY7801085	VBS20015
DN554830O	G11	5563STDY7801086	
DN554830O	H11	5563STDY7801087	
DN554830O	A12	5563STDY7801088	
DN554830O	B12	5563STDY7801089	
DN554830O	C12	5563STDY7801090	
DN554830O	D12	5563STDY7801091	
DN554830O	E12	5563STDY7801092	
DN554830O	F12	5563STDY7801093	
DN554830O	G12	5563STDY7801094	
DN554830O	H12	5563STDY7801095	
DN554831P	A1	5563STDY7801096	
DN554831P	B1	5563STDY7801097	
DN554831P	C1	5563STDY7801098	
DN554831P	D1	5563STDY7801099	
DN554831P	E1	5563STDY7801100	
DN554831P	F1	5563STDY7801101	
DN554831P	G1	5563STDY7801102	
DN554831P	H1	5563STDY7801103	
DN554831P	A2	5563STDY7801104	
DN554831P	B2	5563STDY7801105	
DN554831P	C2	5563STDY7801106	
DN554831P	D2	5563STDY7801107	
DN554831P	E2	5563STDY7801108	
DN554831P	F2	5563STDY7801109	
DN554831P	G2	5563STDY7801110	
DN554831P	H2	5563STDY7801111	
DN554831P	A3	5563STDY7801112	
DN554831P	B3	5563STDY7801113	
DN554831P	C3	5563STDY7801114	
DN554831P	D3	5563STDY7801115	
DN554831P	E3	5563STDY7801116	
DN554831P	F3	5563STDY7801117	
DN554831P	G3	5563STDY7801118	
DN554831P	H3	5563STDY7801119	
DN554831P	A4	5563STDY7801120	
DN554831P	B4	5563STDY7801121	
DN554831P	C4	5563STDY7801122	
DN554831P	D4	5563STDY7801123	
DN554831P	E4	5563STDY7801124	
DN554831P	F4	5563STDY7801125	
DN554831P	G4	5563STDY7801126	
DN554831P	H4	5563STDY7801127	
DN554831P	A5	5563STDY7801128	
DN554831P	B5	5563STDY7801129	
DN554831P	C5	5563STDY7801130	
DN554831P	D5	5563STDY7801131	
DN554831P	E5	5563STDY7801132	
DN554831P	F5	5563STDY7801133	
DN554831P	G5	5563STDY7801134	
DN554831P	H5	5563STDY7801135	
DN554831P	A6	5563STDY7801136	
DN554831P	B6	5563STDY7801137	
DN554831P	C6	5563STDY7801138	
DN554831P	D6	5563STDY7801139	
DN554831P	E6	5563STDY7801140	
DN554831P	F6	5563STDY7801141	
DN554831P	G6	5563STDY7801142	
DN554831P	H6	5563STDY7801143	
DN554831P	A7	5563STDY7801144	
DN554831P	B7	5563STDY7801145	
DN554831P	C7	5563STDY7801146	
DN554831P	D7	5563STDY7801147	
DN554831P	E7	5563STDY7801148	
DN554831P	F7	5563STDY7801149	
DN554831P	G7	5563STDY7801150	
DN554831P	H7	5563STDY7801151	
DN554831P	A8	5563STDY7801152	
DN554831P	B8	5563STDY7801153	
DN554831P	C8	5563STDY7801154	
DN554831P	D8	5563STDY7801155	
DN554831P	E8	5563STDY7801156	
DN554831P	F8	5563STDY7801157	
DN554831P	G8	5563STDY7801158	
DN554831P	H8	5563STDY7801159	
DN554831P	A9	5563STDY7801160	
DN554831P	B9	5563STDY7801161	
DN554831P	C9	5563STDY7801162	
DN554831P	D9	5563STDY7801163	
DN554831P	E9	5563STDY7801164	
DN554831P	F9	5563STDY7801165	
DN554831P	G9	5563STDY7801166	
DN554831P	H9	5563STDY7801167	
DN554831P	A10	5563STDY7801168	
DN554831P	B10	5563STDY7801169	
DN554831P	C10	5563STDY7801170	
DN554831P	D10	5563STDY7801171	
DN554831P	E10	5563STDY7801172	
DN554831P	F10	5563STDY7801173	
DN554831P	G10	5563STDY7801174	
DN554831P	H10	5563STDY7801175	
DN554831P	A11	5563STDY7801176	
DN554831P	B11	5563STDY7801177	
DN554831P	C11	5563STDY7801178	
DN554831P	D11	5563STDY7801179	
DN554831P	E11	5563STDY7801180	
DN554831P	F11	5563STDY7801181	
DN554831P	G11	5563STDY7801182	
DN554831P	H11	5563STDY7801183	
DN554831P	A12	5563STDY7801184	
DN554831P	B12	5563STDY7801185	
DN554831P	C12	5563STDY7801186	
DN554831P	D12	5563STDY7801187	
DN554831P	E12	5563STDY7801188	
DN554831P	F12	5563STDY7801189	
DN554831P	G12	5563STDY7801190	
DN554831P	H12	5563STDY7801191	
