specimen	species	location	country	insecticide	concentration	exposure_time	phenotype	plate
WA-0346	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0347	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0348	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0349	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0350	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0351	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0352	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0353	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0354	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0355	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0356	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0357	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0358	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0359	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0360	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0361	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0362	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0363	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0364	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0365	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0366	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0367	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0368	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0369	gambiae	Baguida	Togo	Delta	2	60	dead	WGS_PL5
WA-0370	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0371	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0372	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0373	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0374	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0375	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0376	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0377	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0378	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0379	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0380	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0381	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0382	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0383	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0384	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0385	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0386	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0387	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0388	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0389	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0390	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0391	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0392	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0393	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0394	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0395	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0396	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0397	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0398	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0399	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0400	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0401	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0402	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0403	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0404	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0405	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0406	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0407	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0408	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0409	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0410	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0411	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0412	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0413	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0414	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0415	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0416	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0417	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0418	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0419	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0420	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0421	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0422	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0423	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0424	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0425	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0426	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0427	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0428	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0429	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0430	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0431	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0432	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0433	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0434	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0435	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0436	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0437	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0438	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0439	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0440	gambiae	Baguida	Togo	Delta	10	60	alive	WGS_PL6
WA-0441	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0442	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0443	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0444	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0445	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0446	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0447	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0448	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0449	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0450	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0451	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0452	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0453	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0454	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0455	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0456	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0457	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0458	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0459	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0460	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0461	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0462	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0463	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0464	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0465	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0466	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0467	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0468	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0469	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0470	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0471	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0472	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0473	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0474	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0475	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0476	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0477	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0478	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0479	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0480	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0481	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0482	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0483	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0484	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0485	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0486	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0487	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0488	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0489	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0490	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0491	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0492	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0493	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0494	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0495	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0496	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0497	gambiae	Madina	Ghana	PM	0.5	60	dead	WGS_PL7
WA-0498	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0499	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0500	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0501	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0502	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0503	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0504	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0505	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0506	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0507	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0508	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0509	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0510	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0511	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0512	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0513	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0514	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0515	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0516	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0517	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0518	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0519	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0520	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0521	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0522	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0523	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0524	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0525	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0526	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0527	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0528	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0529	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0530	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0531	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0532	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0533	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0534	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0535	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0536	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0537	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0538	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0539	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0540	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0541	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0542	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0543	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0544	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0545	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0546	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0547	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0548	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0549	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0550	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0551	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0552	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0553	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0554	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0555	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0556	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0557	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0558	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0559	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0560	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0561	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0562	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0563	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0564	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0565	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0566	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0567	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0568	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0569	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0570	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0571	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0572	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0573	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0574	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0575	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0576	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0577	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0578	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0579	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0580	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0581	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0582	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0583	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0584	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0585	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0586	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0587	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0588	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0589	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0590	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0591	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0592	gambiae	Madina	Ghana	PM	1	60	alive	WGS_PL8
WA-0593	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0594	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0595	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0596	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0597	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0598	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0599	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0600	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0601	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0602	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0603	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0604	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0605	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0606	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0607	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0608	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0609	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0610	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0611	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0612	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0613	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0614	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0615	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0616	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0617	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0618	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0619	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0620	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0621	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0622	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0623	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0624	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0625	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0626	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0627	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0628	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0629	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0630	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0631	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0632	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0633	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0634	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0635	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0636	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0637	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0638	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0639	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0640	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0641	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0642	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0643	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0644	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0645	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0646	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0647	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0648	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0649	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0650	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0651	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0652	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0653	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0654	gambiae	Obuasi	Ghana	PM	0.5	15	dead	WGS_PL9
WA-0655	gambiae	Obuasi	Ghana	PM	0.5	30	dead	WGS_PL9
WA-0656	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0657	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0658	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0659	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0660	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0661	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0662	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0663	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0664	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0665	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0666	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0667	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0668	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0669	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0670	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0671	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0672	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0673	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0674	gambiae	Obuasi	Ghana	PM	0.5	75	alive	WGS_PL10
WA-0675	gambiae	Obuasi	Ghana	PM	0.5	90	alive	WGS_PL10
WA-0676	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0677	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0678	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0679	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0680	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0681	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0682	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0683	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0684	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0685	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0686	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0687	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0688	gambiae	Obuasi	Ghana	PM	0.5	60	alive	WGS_PL10
WA-0689	gambiae	Obuasi	Ghana	PM	0.5	75	alive	WGS_PL10
WA-0690	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0691	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0692	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0693	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0694	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0695	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
WA-0696	gambiae	Obuasi	Ghana	PM	0.5	45	alive	WGS_PL10
