	sample_id	partner_sample_id	contributor	country	location	year	month	latitude	longitude	sex_call	species_gambiae_coluzzii	aim_fraction_colu	species	insecticide	concentration	exposure_time	phenotype	plate
139	VBS19250-5563STDY7800338	WA-0200	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	2.0	60	dead	WGS_PL3
140	VBS19253-5563STDY7800341	WA-0203	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	2.0	60	dead	WGS_PL3
141	VBS19254-5563STDY7800342	WA-0204	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	2.0	60	dead	WGS_PL3
142	VBS19257-5563STDY7800345	WA-0207	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	2.0	60	dead	WGS_PL3
143	VBS19261-5563STDY7800349	WA-0211	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	2.0	60	dead	WGS_PL3
144	VBS19262-5563STDY7800350	WA-0212	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	2.0	60	dead	WGS_PL3
145	VBS19265-5563STDY7800353	WA-0215	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	Delta	2.0	60	dead	WGS_PL3
146	VBS19268-5563STDY7800356	WA-0218	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	2.0	60	dead	WGS_PL3
147	VBS19269-5563STDY7800357	WA-0219	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	Delta	2.0	60	dead	WGS_PL3
148	VBS19270-5563STDY7800358	WA-0220	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	2.0	60	dead	WGS_PL3
149	VBS19271-5563STDY7800359	WA-0221	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	Delta	2.0	60	dead	WGS_PL3
150	VBS19272-5563STDY7800360	WA-0222	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.042	gambiae	Delta	2.0	60	dead	WGS_PL3
151	VBS19273-5563STDY7800361	WA-0223	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	Delta	2.0	60	dead	WGS_PL3
152	VBS19277-5563STDY7800365	WA-0227	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	2.0	60	dead	WGS_PL3
153	VBS19278-5563STDY7800366	WA-0228	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	Delta	2.0	60	dead	WGS_PL3
154	VBS19279-5563STDY7800367	WA-0229	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	2.0	60	dead	WGS_PL3
155	VBS19284-5563STDY7800372	WA-0234	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.034	gambiae	Delta	2.0	60	dead	WGS_PL3
156	VBS19285-5563STDY7800373	WA-0235	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	2.0	60	dead	WGS_PL3
157	VBS19286-5563STDY7800374	WA-0236	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	2.0	60	dead	WGS_PL3
158	VBS19287-5563STDY7800375	WA-0237	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	2.0	60	dead	WGS_PL3
159	VBS19289-5563STDY7800377	WA-0239	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	Delta	2.0	60	dead	WGS_PL3
160	VBS19292-5563STDY7800380	WA-0242	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.015	gambiae	Delta	2.0	60	dead	WGS_PL3
161	VBS19293-5563STDY7800381	WA-0243	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	Delta	2.0	60	dead	WGS_PL3
162	VBS19294-5563STDY7800382	WA-0244	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	2.0	60	dead	WGS_PL3
163	VBS19295-5563STDY7800383	WA-0245	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.035	gambiae	Delta	2.0	60	dead	WGS_PL3
164	VBS19296-5563STDY7800384	WA-0246	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	Delta	2.0	60	dead	WGS_PL3
165	VBS19297-5563STDY7800385	WA-0247	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	2.0	60	dead	WGS_PL3
166	VBS19299-5563STDY7800387	WA-0249	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	2.0	60	dead	WGS_PL3
167	VBS19301-5563STDY7800389	WA-0251	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	Delta	2.0	60	dead	WGS_PL3
168	VBS19302-5563STDY7800390	WA-0252	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	Delta	2.0	60	dead	WGS_PL3
169	VBS19303-5563STDY7800391	WA-0253	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	2.0	60	dead	WGS_PL3
170	VBS19305-5563STDY7800393	WA-0255	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.018	gambiae	Delta	2.0	60	dead	WGS_PL3
171	VBS19306-5563STDY7800394	WA-0256	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	Delta	2.0	60	dead	WGS_PL3
172	VBS19307-5563STDY7800395	WA-0257	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	2.0	60	dead	WGS_PL3
173	VBS19308-5563STDY7800396	WA-0258	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	Delta	2.0	60	dead	WGS_PL3
174	VBS19309-5563STDY7800397	WA-0259	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	2.0	60	dead	WGS_PL3
175	VBS19310-5563STDY7800398	WA-0260	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.018	gambiae	Delta	2.0	60	dead	WGS_PL3
176	VBS19311-5563STDY7800399	WA-0261	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.019	gambiae	Delta	2.0	60	dead	WGS_PL3
177	VBS19312-5563STDY7800400	WA-0262	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	Delta	2.0	60	dead	WGS_PL3
178	VBS19316-5563STDY7800404	WA-0266	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	5.0	60	alive	WGS_PL4
179	VBS19319-5563STDY7800407	WA-0269	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	5.0	60	alive	WGS_PL4
180	VBS19320-5563STDY7800408	WA-0270	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	5.0	60	alive	WGS_PL4
181	VBS19324-5563STDY7800411	WA-0274	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	5.0	60	alive	WGS_PL4
182	VBS19332-5563STDY7800419	WA-0282	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	Delta	5.0	60	alive	WGS_PL4
183	VBS19333-5563STDY7800420	WA-0283	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	Delta	5.0	60	alive	WGS_PL4
184	VBS19337-5563STDY7800425	WA-0287	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	5.0	60	alive	WGS_PL4
185	VBS19338-5563STDY7800426	WA-0288	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	5.0	60	alive	WGS_PL4
186	VBS19339-5563STDY7800427	WA-0289	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.033	gambiae	Delta	5.0	60	alive	WGS_PL4
187	VBS19340-5563STDY7800428	WA-0290	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	Delta	5.0	60	alive	WGS_PL4
188	VBS19341-5563STDY7800429	WA-0291	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	5.0	60	alive	WGS_PL4
189	VBS19342-5563STDY7800430	WA-0292	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	Delta	5.0	60	alive	WGS_PL4
190	VBS19344-5563STDY7800432	WA-0294	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	Delta	5.0	60	alive	WGS_PL4
191	VBS19345-5563STDY7800433	WA-0295	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	Delta	5.0	60	alive	WGS_PL4
192	VBS19346-5563STDY7800434	WA-0296	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	Delta	5.0	60	alive	WGS_PL4
193	VBS19347-5563STDY7800435	WA-0297	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	Delta	5.0	60	alive	WGS_PL4
194	VBS19348-5563STDY7800436	WA-0298	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	Delta	5.0	60	alive	WGS_PL4
195	VBS19349-5563STDY7800437	WA-0299	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	Delta	5.0	60	alive	WGS_PL4
196	VBS19356-5563STDY7800443	WA-0306	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	5.0	60	alive	WGS_PL4
197	VBS19359-5563STDY7800446	WA-0309	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	Delta	5.0	60	alive	WGS_PL4
198	VBS19360-5563STDY7800447	WA-0310	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.032	gambiae	Delta	5.0	60	alive	WGS_PL4
199	VBS19363-5563STDY7800450	WA-0313	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	Delta	5.0	60	alive	WGS_PL4
200	VBS19364-5563STDY7800451	WA-0314	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.033	gambiae	Delta	5.0	60	alive	WGS_PL4
201	VBS19367-5563STDY7800454	WA-0317	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	Delta	5.0	60	alive	WGS_PL4
202	VBS19368-5563STDY7800455	WA-0318	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	Delta	5.0	60	alive	WGS_PL4
203	VBS19369-5563STDY7800456	WA-0319	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	Delta	5.0	60	alive	WGS_PL4
204	VBS19370-5563STDY7800457	WA-0320	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.035	gambiae	Delta	5.0	60	alive	WGS_PL4
205	VBS19371-5563STDY7800458	WA-0321	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	Delta	5.0	60	alive	WGS_PL4
206	VBS19372-5563STDY7800459	WA-0322	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.034	gambiae	Delta	5.0	60	alive	WGS_PL4
207	VBS19376-5563STDY7800462	WA-0442	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.032	gambiae	PM	0.5	60	dead	WGS_PL7
208	VBS19378-5563STDY7800464	WA-0444	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.037	gambiae	PM	0.5	60	dead	WGS_PL7
209	VBS19385-5563STDY7800471	WA-0451	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.021	gambiae	PM	0.5	60	dead	WGS_PL7
210	VBS19386-5563STDY7800472	WA-0452	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.041	gambiae	PM	0.5	60	dead	WGS_PL7
211	VBS19389-5563STDY7800475	WA-0455	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.031	gambiae	PM	0.5	60	dead	WGS_PL7
212	VBS19391-5563STDY7800476	WA-0457	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.032	gambiae	PM	0.5	60	dead	WGS_PL7
213	VBS19392-5563STDY7800477	WA-0458	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.039	gambiae	PM	0.5	60	dead	WGS_PL7
214	VBS19393-5563STDY7800478	WA-0459	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.044	gambiae	PM	0.5	60	dead	WGS_PL7
215	VBS19394-5563STDY7800479	WA-0460	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.018	gambiae	PM	0.5	60	dead	WGS_PL7
216	VBS19396-5563STDY7800481	WA-0462	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.059	gambiae	PM	0.5	60	dead	WGS_PL7
217	VBS19397-5563STDY7800482	WA-0463	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.026	gambiae	PM	0.5	60	dead	WGS_PL7
218	VBS19398-5563STDY7800483	WA-0464	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	0.5	60	dead	WGS_PL7
219	VBS19399-5563STDY7800484	WA-0465	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.033	gambiae	PM	0.5	60	dead	WGS_PL7
220	VBS19400-5563STDY7800485	WA-0466	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.022	gambiae	PM	0.5	60	dead	WGS_PL7
221	VBS19402-5563STDY7800487	WA-0468	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.035	gambiae	PM	0.5	60	dead	WGS_PL7
222	VBS19403-5563STDY7800488	WA-0469	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.032	gambiae	PM	0.5	60	dead	WGS_PL7
223	VBS19406-5563STDY7800491	WA-0472	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.035	gambiae	PM	0.5	60	dead	WGS_PL7
224	VBS19407-5563STDY7800492	WA-0473	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.064	gambiae	PM	0.5	60	dead	WGS_PL7
225	VBS19408-5563STDY7800493	WA-0474	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.066	gambiae	PM	0.5	60	dead	WGS_PL7
226	VBS19410-5563STDY7800495	WA-0476	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	0.5	60	dead	WGS_PL7
227	VBS19411-5563STDY7800496	WA-0477	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	0.5	60	dead	WGS_PL7
228	VBS19412-5563STDY7800497	WA-0478	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.02	gambiae	PM	0.5	60	dead	WGS_PL7
229	VBS19413-5563STDY7800498	WA-0479	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.103	gambiae	PM	0.5	60	dead	WGS_PL7
230	VBS19414-5563STDY7800499	WA-0480	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	0.5	60	dead	WGS_PL7
231	VBS19415-5563STDY7800500	WA-0481	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.026	gambiae	PM	0.5	60	dead	WGS_PL7
232	VBS19417-5563STDY7800502	WA-0483	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.028	gambiae	PM	0.5	60	dead	WGS_PL7
233	VBS19418-5563STDY7800503	WA-0484	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.022	gambiae	PM	0.5	60	dead	WGS_PL7
234	VBS19419-5563STDY7800504	WA-0485	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.019	gambiae	PM	0.5	60	dead	WGS_PL7
235	VBS19420-5563STDY7800505	WA-0486	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.068	gambiae	PM	0.5	60	dead	WGS_PL7
236	VBS19421-5563STDY7800506	WA-0487	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.035	gambiae	PM	0.5	60	dead	WGS_PL7
237	VBS19422-5563STDY7800507	WA-0488	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.023	gambiae	PM	0.5	60	dead	WGS_PL7
238	VBS19423-5563STDY7800508	WA-0489	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.04	gambiae	PM	0.5	60	dead	WGS_PL7
239	VBS19426-5563STDY7800511	WA-0492	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.03	gambiae	PM	0.5	60	dead	WGS_PL7
240	VBS19432-5563STDY7800517	WA-0498	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.022	gambiae	PM	1.0	60	alive	WGS_PL8
241	VBS19437-5563STDY7800524	WA-0503	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.021	gambiae	PM	1.0	60	alive	WGS_PL8
242	VBS19440-5563STDY7800527	WA-0506	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.028	gambiae	PM	1.0	60	alive	WGS_PL8
243	VBS19441-5563STDY7800528	WA-0507	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.063	gambiae	PM	1.0	60	alive	WGS_PL8
244	VBS19444-5563STDY7800531	WA-0510	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.038	gambiae	PM	1.0	60	alive	WGS_PL8
245	VBS19449-5563STDY7800536	WA-0515	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.066	gambiae	PM	1.0	60	alive	WGS_PL8
246	VBS19450-5563STDY7800537	WA-0516	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.017	gambiae	PM	1.0	60	alive	WGS_PL8
247	VBS19451-5563STDY7800538	WA-0517	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.029	gambiae	PM	1.0	60	alive	WGS_PL8
248	VBS19452-5563STDY7800539	WA-0518	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	1.0	60	alive	WGS_PL8
249	VBS19453-5563STDY7800540	WA-0519	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.018	gambiae	PM	1.0	60	alive	WGS_PL8
250	VBS19455-5563STDY7800542	WA-0521	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.025	gambiae	PM	1.0	60	alive	WGS_PL8
251	VBS19457-5563STDY7800544	WA-0523	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.034	gambiae	PM	1.0	60	alive	WGS_PL8
252	VBS19458-5563STDY7800545	WA-0524	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.028	gambiae	PM	1.0	60	alive	WGS_PL8
253	VBS19459-5563STDY7800546	WA-0525	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.052	gambiae	PM	1.0	60	alive	WGS_PL8
254	VBS19460-5563STDY7800547	WA-0526	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.071	gambiae	PM	1.0	60	alive	WGS_PL8
255	VBS19462-5563STDY7800549	WA-0528	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.029	gambiae	PM	1.0	60	alive	WGS_PL8
256	VBS19463-5563STDY7800550	WA-0529	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.017	gambiae	PM	1.0	60	alive	WGS_PL8
257	VBS19464-5563STDY7800551	WA-0530	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.053	gambiae	PM	1.0	60	alive	WGS_PL8
258	VBS19465-5563STDY7800552	WA-0531	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.026	gambiae	PM	1.0	60	alive	WGS_PL8
259	VBS19466-5563STDY7800553	WA-0532	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.03	gambiae	PM	1.0	60	alive	WGS_PL8
260	VBS19467-5563STDY7800554	WA-0533	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.034	gambiae	PM	1.0	60	alive	WGS_PL8
261	VBS19468-5563STDY7800555	WA-0534	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.028	gambiae	PM	1.0	60	alive	WGS_PL8
262	VBS19471-5563STDY7800558	WA-0537	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.021	gambiae	PM	1.0	60	alive	WGS_PL8
263	VBS19474-5563STDY7800561	WA-0540	Alexander Egyir-Yawson	Ghana	Madina	2017	11	5.683	-0.166	F	gambiae	0.016	gambiae	PM	1.0	60	alive	WGS_PL8
264	VBS19484-5563STDY7800571	WA-0550	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.025	gambiae	PM	1.0	60	alive	WGS_PL8
265	VBS19497-5563STDY7800583	WA-0563	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.051	gambiae	PM	1.0	60	alive	WGS_PL8
266	VBS19506-5563STDY7800589	WA-0572	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.025	gambiae	PM	1.0	60	alive	WGS_PL8
267	VBS19507-5563STDY7800590	WA-0573	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.019	gambiae	PM	1.0	60	alive	WGS_PL8
268	VBS19509-5563STDY7800591	WA-0575	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.038	gambiae	PM	1.0	60	alive	WGS_PL8
269	VBS19510-5563STDY7800592	WA-0576	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.021	gambiae	PM	1.0	60	alive	WGS_PL8
270	VBS19512-5563STDY7800593	WA-0578	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.059	gambiae	PM	1.0	60	alive	WGS_PL8
271	VBS19513-5563STDY7800594	WA-0579	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.023	gambiae	PM	1.0	60	alive	WGS_PL8
272	VBS19514-5563STDY7800595	WA-0580	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.069	gambiae	PM	1.0	60	alive	WGS_PL8
273	VBS19515-5563STDY7800596	WA-0581	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.029	gambiae	PM	1.0	60	alive	WGS_PL8
274	VBS19517-5563STDY7800598	WA-0583	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.099	gambiae	PM	1.0	60	alive	WGS_PL8
275	VBS19519-5563STDY7800600	WA-0585	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.034	gambiae	PM	1.0	60	alive	WGS_PL8
276	VBS19520-5563STDY7800601	WA-0586	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.055	gambiae	PM	1.0	60	alive	WGS_PL8
277	VBS19521-5563STDY7800602	WA-0587	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.031	gambiae	PM	1.0	60	alive	WGS_PL8
278	VBS19523-5563STDY7800603	WA-0589	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.052	gambiae	PM	1.0	60	alive	WGS_PL8
279	VBS19526-5563STDY7800604	WA-0592	Alexander Egyir-Yawson	Ghana	Madina	2017	12	5.683	-0.166	F	gambiae	0.056	gambiae	PM	1.0	60	alive	WGS_PL8
280	VBS19527-5563STDY7800605	WA-0593	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	15	dead	WGS_PL9
