	sample_id	partner_sample_id	contributor	country	location	year	month	latitude	longitude	sex_call	species_gambiae_coluzzii	aim_fraction_colu	species	insecticide	concentration	exposure_time	phenotype	plate
281	VBS19528-5563STDY7800606	WA-0594	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	15	dead	WGS_PL9
282	VBS19530-5563STDY7800608	WA-0596	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.044	gambiae	PM	0.5	15	dead	WGS_PL9
283	VBS19531-5563STDY7800609	WA-0597	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	PM	0.5	15	dead	WGS_PL9
284	VBS19532-5563STDY7800610	WA-0598	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.034	gambiae	PM	0.5	15	dead	WGS_PL9
285	VBS19533-5563STDY7800611	WA-0599	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	15	dead	WGS_PL9
286	VBS19534-5563STDY7800612	WA-0600	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	30	dead	WGS_PL9
287	VBS19535-5563STDY7800613	WA-0601	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
288	VBS19536-5563STDY7800616	WA-0602	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	30	dead	WGS_PL9
289	VBS19538-5563STDY7800618	WA-0604	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	30	dead	WGS_PL9
290	VBS19539-5563STDY7800619	WA-0605	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
291	VBS19540-5563STDY7800620	WA-0606	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	30	dead	WGS_PL9
292	VBS19541-5563STDY7800621	WA-0607	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	30	dead	WGS_PL9
293	VBS19542-5563STDY7800622	WA-0608	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	30	dead	WGS_PL9
294	VBS19543-5563STDY7800623	WA-0609	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
295	VBS19544-5563STDY7800624	WA-0610	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	PM	0.5	15	dead	WGS_PL9
296	VBS19545-5563STDY7800625	WA-0611	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	15	dead	WGS_PL9
297	VBS19546-5563STDY7800626	WA-0612	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	15	dead	WGS_PL9
298	VBS19547-5563STDY7800627	WA-0613	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	15	dead	WGS_PL9
299	VBS19548-5563STDY7800628	WA-0614	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.035	gambiae	PM	0.5	15	dead	WGS_PL9
300	VBS19549-5563STDY7800629	WA-0615	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	15	dead	WGS_PL9
301	VBS19550-5563STDY7800630	WA-0616	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	PM	0.5	15	dead	WGS_PL9
302	VBS19551-5563STDY7800631	WA-0617	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	30	dead	WGS_PL9
303	VBS19552-5563STDY7800632	WA-0618	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	30	dead	WGS_PL9
304	VBS19553-5563STDY7800633	WA-0619	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	30	dead	WGS_PL9
305	VBS19554-5563STDY7800634	WA-0620	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
306	VBS19555-5563STDY7800635	WA-0621	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.032	gambiae	PM	0.5	30	dead	WGS_PL9
307	VBS19556-5563STDY7800636	WA-0622	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	30	dead	WGS_PL9
308	VBS19557-5563STDY7800637	WA-0623	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	30	dead	WGS_PL9
309	VBS19558-5563STDY7800638	WA-0624	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	30	dead	WGS_PL9
310	VBS19560-5563STDY7800639	WA-0626	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	30	dead	WGS_PL9
311	VBS19561-5563STDY7800640	WA-0627	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	30	dead	WGS_PL9
312	VBS19563-5563STDY7800641	WA-0629	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	30	dead	WGS_PL9
313	VBS19564-5563STDY7800642	WA-0630	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	15	dead	WGS_PL9
314	VBS19565-5563STDY7800643	WA-0631	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	15	dead	WGS_PL9
315	VBS19566-5563STDY7800644	WA-0632	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	PM	0.5	30	dead	WGS_PL9
316	VBS19567-5563STDY7800645	WA-0633	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	30	dead	WGS_PL9
317	VBS19569-5563STDY7800646	WA-0635	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	30	dead	WGS_PL9
318	VBS19570-5563STDY7800647	WA-0636	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	30	dead	WGS_PL9
319	VBS19571-5563STDY7800648	WA-0637	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	PM	0.5	30	dead	WGS_PL9
320	VBS19572-5563STDY7800649	WA-0638	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	30	dead	WGS_PL9
321	VBS19573-5563STDY7800650	WA-0639	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	30	dead	WGS_PL9
322	VBS19575-5563STDY7800652	WA-0641	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.039	gambiae	PM	0.5	30	dead	WGS_PL9
323	VBS19576-5563STDY7800653	WA-0642	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	30	dead	WGS_PL9
324	VBS19577-5563STDY7800654	WA-0643	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	30	dead	WGS_PL9
325	VBS19578-5563STDY7800655	WA-0644	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
326	VBS19579-5563STDY7800656	WA-0645	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	30	dead	WGS_PL9
327	VBS19580-5563STDY7800657	WA-0646	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	30	dead	WGS_PL9
328	VBS19581-5563STDY7800658	WA-0647	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	30	dead	WGS_PL9
329	VBS19582-5563STDY7800659	WA-0648	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	30	dead	WGS_PL9
330	VBS19583-5563STDY7800660	WA-0649	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	30	dead	WGS_PL9
331	VBS19584-5563STDY7800661	WA-0650	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	30	dead	WGS_PL9
332	VBS19585-5563STDY7800662	WA-0651	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	30	dead	WGS_PL9
333	VBS19587-5563STDY7800663	WA-0653	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.038	gambiae	PM	0.5	30	dead	WGS_PL9
334	VBS19588-5563STDY7800664	WA-0654	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	15	dead	WGS_PL9
335	VBS19589-5563STDY7800665	WA-0655	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	30	dead	WGS_PL9
336	VBS19590-5563STDY7800666	WA-0656	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.034	gambiae	PM	0.5	45	alive	WGS_PL10
337	VBS19591-5563STDY7800667	WA-0657	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	45	alive	WGS_PL10
338	VBS19592-5563STDY7800668	WA-0658	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.034	gambiae	PM	0.5	45	alive	WGS_PL10
339	VBS19594-5563STDY7800670	WA-0660	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.033	gambiae	PM	0.5	45	alive	WGS_PL10
340	VBS19596-5563STDY7800672	WA-0662	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	45	alive	WGS_PL10
341	VBS19597-5563STDY7800673	WA-0663	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	45	alive	WGS_PL10
342	VBS19599-5563STDY7800675	WA-0665	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	PM	0.5	45	alive	WGS_PL10
343	VBS19600-5563STDY7800676	WA-0666	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	60	alive	WGS_PL10
344	VBS19601-5563STDY7800677	WA-0667	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	60	alive	WGS_PL10
345	VBS19603-5563STDY7800679	WA-0669	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	60	alive	WGS_PL10
346	VBS19604-5563STDY7800680	WA-0670	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	PM	0.5	60	alive	WGS_PL10
347	VBS19605-5563STDY7800681	WA-0671	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	60	alive	WGS_PL10
348	VBS19608-5563STDY7800684	WA-0674	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	75	alive	WGS_PL10
349	VBS19609-5563STDY7800685	WA-0675	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	90	alive	WGS_PL10
350	VBS19610-5563STDY7800686	WA-0676	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	45	alive	WGS_PL10
351	VBS19611-5563STDY7800687	WA-0677	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	45	alive	WGS_PL10
352	VBS19612-5563STDY7800688	WA-0678	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	45	alive	WGS_PL10
353	VBS19613-5563STDY7800689	WA-0679	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	45	alive	WGS_PL10
354	VBS19614-5563STDY7800690	WA-0680	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	45	alive	WGS_PL10
355	VBS19615-5563STDY7800691	WA-0681	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	45	alive	WGS_PL10
356	VBS19616-5563STDY7800692	WA-0682	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	45	alive	WGS_PL10
357	VBS19617-5563STDY7800693	WA-0683	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	45	alive	WGS_PL10
358	VBS19618-5563STDY7800694	WA-0684	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	60	alive	WGS_PL10
359	VBS19619-5563STDY7800695	WA-0685	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.071	gambiae	PM	0.5	60	alive	WGS_PL10
360	VBS19620-5563STDY7800696	WA-0686	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	60	alive	WGS_PL10
361	VBS19621-5563STDY7800697	WA-0687	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	60	alive	WGS_PL10
362	VBS19622-5563STDY7800698	WA-0688	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	60	alive	WGS_PL10
363	VBS19623-5563STDY7800699	WA-0689	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	75	alive	WGS_PL10
364	VBS19624-5563STDY7800700	WA-0690	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	45	alive	WGS_PL10
365	VBS19625-5563STDY7800701	WA-0691	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.032	gambiae	PM	0.5	45	alive	WGS_PL10
366	VBS19626-5563STDY7800702	WA-0692	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.033	gambiae	PM	0.5	45	alive	WGS_PL10
367	VBS19627-5563STDY7800703	WA-0693	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.035	gambiae	PM	0.5	45	alive	WGS_PL10
368	VBS19628-5563STDY7800704	WA-0694	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	45	alive	WGS_PL10
369	VBS19629-5563STDY7800705	WA-0695	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.02	gambiae	PM	0.5	45	alive	WGS_PL10
370	VBS19632-5563STDY7800708	WA-0698	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.019	gambiae	PM	0.5	45	alive	WGS_PL10
371	VBS19633-5563STDY7800709	WA-0699	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	45	alive	WGS_PL10
372	VBS19634-5563STDY7800712	WA-0700	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	PM	0.5	45	alive	WGS_PL10
373	VBS19635-5563STDY7800713	WA-0701	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	45	alive	WGS_PL10
374	VBS19636-5563STDY7800714	WA-0702	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	45	alive	WGS_PL10
375	VBS19637-5563STDY7800715	WA-0703	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	45	alive	WGS_PL10
376	VBS19638-5563STDY7800716	WA-0704	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	PM	0.5	45	alive	WGS_PL10
377	VBS19639-5563STDY7800717	WA-0705	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.019	gambiae	PM	0.5	45	alive	WGS_PL10
378	VBS19640-5563STDY7800718	WA-0706	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.026	gambiae	PM	0.5	45	alive	WGS_PL10
379	VBS19641-5563STDY7800719	WA-0707	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.023	gambiae	PM	0.5	45	alive	WGS_PL10
380	VBS19642-5563STDY7800720	WA-0708	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	45	alive	WGS_PL10
381	VBS19643-5563STDY7800721	WA-0709	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	45	alive	WGS_PL10
382	VBS19644-5563STDY7800722	WA-0710	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	45	alive	WGS_PL10
383	VBS19645-5563STDY7800723	WA-0711	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.036	gambiae	PM	0.5	60	alive	WGS_PL10
384	VBS19646-5563STDY7800724	WA-0712	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.025	gambiae	PM	0.5	60	alive	WGS_PL10
385	VBS19647-5563STDY7800725	WA-0713	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	60	alive	WGS_PL10
386	VBS19648-5563STDY7800726	WA-0714	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.03	gambiae	PM	0.5	60	alive	WGS_PL10
387	VBS19649-5563STDY7800727	WA-0715	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	PM	0.5	60	alive	WGS_PL10
388	VBS19650-5563STDY7800728	WA-0716	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.021	gambiae	PM	0.5	60	alive	WGS_PL10
389	VBS19651-5563STDY7800729	WA-0717	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.031	gambiae	PM	0.5	60	alive	WGS_PL10
390	VBS19652-5563STDY7800730	WA-0718	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.028	gambiae	PM	0.5	60	alive	WGS_PL10
391	VBS19653-5563STDY7800731	WA-0719	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	PM	0.5	60	alive	WGS_PL10
392	VBS19654-5563STDY7800732	WA-0720	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.027	gambiae	PM	0.5	60	alive	WGS_PL10
393	VBS19655-5563STDY7800733	WA-0721	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.022	gambiae	PM	0.5	60	alive	WGS_PL10
394	VBS19656-5563STDY7800734	WA-0722	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	60	alive	WGS_PL10
395	VBS19657-5563STDY7800735	WA-0723	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.024	gambiae	PM	0.5	60	alive	WGS_PL10
396	VBS19658-5563STDY7800736	WA-0724	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	75	alive	WGS_PL10
397	VBS19659-5563STDY7800737	WA-0725	Alexander Egyir-Yawson	Ghana	Obuasi	2017	9	6.2	-1.683	F	gambiae	0.029	gambiae	PM	0.5	75	alive	WGS_PL10
398	VBS19660-5563STDY7800738	WA-0878	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.966	coluzzii	Delta	0.5	60	dead	WGS_PL15
399	VBS19661-5563STDY7800739	WA-0879	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
400	VBS19662-5563STDY7800740	WA-0880	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
401	VBS19663-5563STDY7800741	WA-0881	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
402	VBS19664-5563STDY7800742	WA-0882	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.981	coluzzii	Delta	0.5	60	dead	WGS_PL15
403	VBS19665-5563STDY7800743	WA-0883	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
404	VBS19666-5563STDY7800744	WA-0884	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	0.5	60	dead	WGS_PL15
405	VBS19667-5563STDY7800745	WA-0885	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.981	coluzzii	Delta	0.5	60	dead	WGS_PL15
406	VBS19668-5563STDY7800746	WA-0886	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
407	VBS19669-5563STDY7800747	WA-0887	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
408	VBS19671-5563STDY7800749	WA-0889	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	0.5	60	dead	WGS_PL15
409	VBS19672-5563STDY7800750	WA-0890	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
410	VBS19673-5563STDY7800751	WA-0891	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
411	VBS19674-5563STDY7800752	WA-0892	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.967	coluzzii	Delta	0.5	60	dead	WGS_PL15
412	VBS19675-5563STDY7800753	WA-0893	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
413	VBS19676-5563STDY7800754	WA-0894	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	0.5	60	dead	WGS_PL15
414	VBS19677-5563STDY7800755	WA-0895	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
415	VBS19678-5563STDY7800756	WA-0896	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.969	coluzzii	Delta	0.5	60	dead	WGS_PL15
416	VBS19679-5563STDY7800757	WA-0897	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	0.5	60	dead	WGS_PL15
417	VBS19680-5563STDY7800758	WA-0898	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
418	VBS19681-5563STDY7800759	WA-0899	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
419	VBS19682-5563STDY7800760	WA-0900	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
420	VBS19683-5563STDY7800761	WA-0901	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
